"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1220.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","70","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1221.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","71-74","Time increment between successive fields, in units defined by the previous octet","(see Note 3)","Operational"
1222.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"75-nn   These octets are included only if n > 1, where nn = 62 + 12 x n",,"Operational"
1223.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","75-86","As octets 63 to 74, next innermost step of processing",,"Operational"
1224.00,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","87-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 63 to 74, repeated as necessary",,"Operational"
1225.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","10","Parameter category","(see Code table 4.1)","Operational"
1226.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","11","Parameter number","(see Code table 4.2)","Operational"
1227.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","12-13","Aerosol type","(see Common Code table C-14)","Operational"
1228.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","14","Type of interval for first and second size","(see Code table 4.91)","Operational"
1229.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","15","Scale factor of first size",,"Operational"
1230.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","16-19","Scaled value of first size in metres",,"Operational"
1231.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","20","Scale factor of second size ",,"Operational"
1232.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","21-24","Scaled value of second size in metres",,"Operational"
1233.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","25","Type of interval for first and second wavelength","(see Code table 4.91)","Operational"
1234.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","26","Scale factor of first wavelength",,"Operational"
1235.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","27-30","Scaled value of first wavelength in metres",,"Operational"
1236.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","31","Scale factor of second wavelength",,"Operational"
1237.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","32-35","Scaled value of second wavelength in metres",,"Operational"
1238.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","36","Type of generating process","(see Code table 4.3)","Operational"
1239.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","37","Background generating process identifier (defined by originating centre)",,"Operational"
1240.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","38","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1241.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","39-40","Hours of observational data cut-off after reference time","(see Note)","Operational"
1242.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","41","Minutes of observational data cut-off after reference time",,"Operational"
1243.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","42","Indicator of unit of time range","(see Code table 4.4)","Operational"
1244.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","43-46","Forecast time in units defined by octet 42",,"Operational"
1245.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","47","Type of first fixed surface","(see Code table 4.5)","Operational"
1246.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","48","Scale factor of first fixed surface",,"Operational"
1247.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","49-52","Scaled value of first fixed surface",,"Operational"
1248.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","53","Type of second fixed surface","(see Code table 4.5)","Operational"
1249.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","54","Scale factor of second fixed surface",,"Operational"
1250.00,"Product definition template 4.48 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol","55-58","Scaled value of second fixed surface",,"Operational"
1272.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)","Operational"
1273.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)","Operational"
1274.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)","Operational"
1275.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
1276.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1277.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","15-16","Hours after reference time of data cut-off","(see Note)","Operational"
1278.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","17","Minutes after reference time of data cut-off",,"Operational"
1279.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1280.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
1281.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)","Operational"
1282.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
1283.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
1284.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)","Operational"
1285.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
1286.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
1287.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","35","NC - number of categories",,"Operational"
1288.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time",,"36-   Repeat the following 12 octets for each category (i = 1,NC)",,"Operational"
1289.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(36+12(i-1))","Code figure",,"Operational"
1290.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(37+12(i-1))","Type of interval for first and second limits","(see Code table 4.91)","Operational"
1291.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(38+12(i-1))","Scale factor of first limit",,"Operational"
1292.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(39+12(i-1))-(42+12(i-1))","Scaled value of first limit",,"Operational"
1293.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(43+12(i-1))","Scale factor of second limit",,"Operational"
1294.00,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(44+12(i-1))-(47+12(i-1))","Scaled value of second limit",,"Operational"
1295.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)","Operational"
1296.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2 and Notes 2 and 3)","Operational"
1297.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","12","Partition Table Number (PTN)","(see Notes 1 and 3)","Operational"
1298.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","13","Number of Partitions (NP)","(see Note 1)","Operational"
1299.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","14-(14+2NP-1)","Partition set (list all partition numbers in the partition)","(see Code table 4.PTN and Note 1)","Operational"
1300.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(14+2NP)-(15+2NP)","Partition number (PN)","(see Code table 4.PTN and Note 3)","Operational"
1301.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(16+2NP)","Type of generating process","(see Code table 4.3)","Operational"
1302.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(17+2NP)","Background generating process identifier (defined by originating centre)",,"Operational"
1303.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(18+2NP)","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1304.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(19+2NP)-(20+2NP)","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
1305.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(21+2NP)","Minutes of observational data cut-off after reference time",,"Operational"
1306.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(22+2NP)","Indicator of unit of time range","(see Code table 4.4)","Operational"
1307.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(23+2NP)-(26+2NP)","Forecast time in units defined by previous octet",,"Operational"
1308.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(27+2NP)","Type of first fixed surface","(see Code table 4.5)","Operational"
1309.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(28+2NP)","Scale factor of first fixed surface",,"Operational"
1310.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(29+2NP)-(32+2NP)","Scaled value of first fixed surface",,"Operational"
1311.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(33+2NP)","Type of second fixed surface","(see Code table 4.5)","Operational"
1312.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(34+2NP)","Scale factor of second fixed surface",,"Operational"
1313.00,"Product definition template 4.53 - partitioned parameters at a horizontal level or in a horizontal layer at a point in time","(35+2NP)-(38+2NP)","Scaled value of second fixed surface",,"Operational"
1314.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","10","Parameter category","(see Code table 4.1)","Operational"
1315.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","11","Parameter number","(see Code table 4.2 and Notes 2 and 3)","Operational"
1316.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","12","Partition Table Number (PTN)","(see Notes 1 and 3)","Operational"
1317.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","13","Number of Partitions (NP)","(see Note 1)","Operational"
1318.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","14-(14+2NP-1)","Partition set (list all partition numbers in the partition)","(see Code table 4.PTN and Note 1)","Operational"
1319.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(14+2NP)-(15+2NP)","Partition number (PN)","(see Code table 4.PTN and Note 3)","Operational"
1320.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(16+2NP)","Type of generating process","(see Code table 4.3)","Operational"
1321.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(17+2NP)","Background generating process identifier (defined by originating centre)",,"Operational"
1322.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(18+2NP)","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1323.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(19+2NP)-(20+2NP)","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
1324.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(21+2NP)","Minutes of observational data cut-off after reference time",,"Operational"
1325.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(22+2NP)","Indicator of unit of time range","(see Code table 4.4)","Operational"
1326.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(23+2NP)-(26+2NP)","Forecast time in units defined by octet (22+2NP)",,"Operational"
1327.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(27+2NP)","Type of first fixed surface","(see Code table 4.5)","Operational"
1328.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(28+2NP)","Scale factor of first fixed surface",,"Operational"
1329.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(29+2NP)-(32+2NP)","Scaled value of first fixed surface",,"Operational"
1330.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(33+2NP)","Type of second fixed surface","(see Code table 4.5)","Operational"
1331.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(34+2NP)","Scale factor of second fixed surface",,"Operational"
1332.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(35+2NP)-(38+2NP)","Scaled value of second fixed surface",,"Operational"
1333.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(39+2NP)","Type of ensemble forecast","(see Code table 4.6)","Operational"
1334.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(40+2NP)","Perturbation number",,"Operational"
1335.00,"Product definition template 4.54 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters","(41+2NP)","Number of forecasts in ensemble",,"Operational"
1380.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","10","Parameter category","(see Code table 4.1)","Operational"
1381.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","11","Parameter number","(see Code table 4.2)","Operational"
1382.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1383.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","14-15","Number of mode (N) of distribution","(see Note 2)","Operational"
1384.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","16-17","Mode number (l)",,"Operational"
1385.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","18-19","Type of distribution function","(see Code table 4.240)","Operational"
1386.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","20","Number of following function parameters (Np), defined by type given in octet 18-19 (Type of distribution function)",,"Operational"
1387.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function",,"Repeat the following 5 octets for the number of function parameters (n = 1,Np), if Np > 0",,"Operational"
1388.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","21+5(n-1)","List of scale factor of fixed distribution function parameter (p1-pNp), defined by type of distribution in octet 18-19",,"Operational"
1389.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","(22+5(n-1))-(25+5(n-1))","List of scaled value of fixed distribution function parameter (p1-pNp), defined by type of distribution in octet 18-19",,"Operational"
1390.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","21+5Np","Type of generating process","(see Code table 4.3)","Operational"
1391.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","22+5Np","Background generating process identifier (defined by originating centre)",,"Operational"
1392.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","23+5Np","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1393.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","(24+5Np)-(25+5Np)","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
1394.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","26+5Np","Minutes of observational data cut-off after reference time",,"Operational"
1395.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","27+5Np","Indicator of unit of time range","(see Code table 4.4)","Operational"
1396.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","(28+5Np)-(31+5Np)","Forecast time in units defined by the previous octet",,"Operational"
1397.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","32+5Np","Type of first fixed surface","(see Code table 4.5)","Operational"
1398.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","33+5Np","Scale factor of first fixed surface",,"Operational"
1399.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","(34+5Np)-(37+5Np)","Scaled value of first fixed surface",,"Operational"
1400.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","38+5Np","Type of second fixed surface","(see Code table 4.5)","Operational"
1401.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","39+5Np","Scale factor of second fixed surface",,"Operational"
1402.00,"Product definition template 4.57 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function","(40+5Np)-(43+5Np)","Scaled value of second fixed surface",,"Operational"
1403.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)","Operational"
1404.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)","Operational"
1405.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)","Operational"
1406.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
1407.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1408.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","15-16","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
1409.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","17","Minutes of observational data cut-off after reference time",,"Operational"
1410.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1411.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
1412.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)","Operational"
1413.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
1414.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
1415.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)","Operational"
1416.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
1417.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
1418.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","35","Type of ensemble forecast","(see Code table 4.6)","Operational"
1419.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","36","Perturbation number",,"Operational"
1420.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","37","Number of forecasts in ensemble",,"Operational"
1421.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","38-39","Year of model version date","(see Note 2)","Operational"
1422.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","40","Month of model version date",,"Operational"
1423.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","41","Day of model version date",,"Operational"
1424.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","42","Hour of model version date",,"Operational"
1425.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","43","Minute of model version date",,"Operational"
1426.00,"Product definition template 4.60 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","44","Second of model version date",,"Operational"
1427.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","10","Parameter category","(see Code table 4.1)","Operational"
1428.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","11","Parameter number","(see Code table 4.2)","Operational"
1429.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","12","Type of generating process","(see Code table 4.3)","Operational"
1430.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","13","Background generating process identifier (defined by originating centre)",,"Operational"
1431.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1432.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","15-16","Hours after reference time of data cut-off","(see Note 1)","Operational"
1433.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","17","Minutes after reference time of data cut-off",,"Operational"
1434.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1435.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","19-22","Forecast time in units defined by octet 18","(see Note 2)","Operational"
1436.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","23","Type of first fixed surface","(see Code table 4.5)","Operational"
1437.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","24","Scale factor of first fixed surface",,"Operational"
1438.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","25-28","Scaled value of first fixed surface",,"Operational"
1439.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","29","Type of second fixed surface","(see Code table 4.5)","Operational"
1440.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","30","Scale factor of second fixed surface",,"Operational"
1441.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","31-34","Scaled value of second fixed surface",,"Operational"
1442.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","35","Type of ensemble forecast","(see Code table 4.6)","Operational"
1443.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","36","Perturbation number",,"Operational"
1444.00,"Product definition template 4.61 - individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval","37","Number of forecasts in ensemble",,"Operational"
