row #,noteID,note,template,octet,noteAppliesTo,noteID-PDF,noteGitHub,myComment
1121,87,The number of parallels between a pole and the Equator is used to establish the variable (Gaussian) spacing of the parallels; this value must always be given.,GRIB2_Template_3_41_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,
1122,136,"Three parameters define a general latitude/longitude coordinate system, formed by a general rotation of the sphere. One choice for these parameters is: (a) The geographic latitude in degrees of the southern pole of the coordinate system, θp for example; (b) The geographic longitude in degrees of the southern pole of the coordinate system, λp for example; (c) The angle of rotation in degrees about the new polar axis (measured clockwise when looking from the southern to the northern pole) of the coordinate system, assuming the new axis to have been obtained by first rotating the sphere through λp degrees about the geographic polar axis, and then rotating through (90 + θp) degrees so that the southern pole moved along the (previously rotated) Greenwich meridian.",GRIB2_Template_3_41_GridDefinitionTemplate_en,unspecified,unspecified,3,n/a,"was ""See Note 2 under grid definition template 3.1 - rotated latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1123,9,"Basic angle of the initial production domain and subdivisions of this basic angle are provided to manage cases where the recommended unit of 10-6 degrees is not applicable to describe the longitudes and latitudes, and direction increments. For these descriptors, the unit is equal to the ratio of the basic angle and the subdivisions number. For ordinary cases, zero and missing values should be coded, equivalent to the respective values of 1 and 106 (10-6 degrees unit).",GRIB2_Template_3_42_GridDefinitionTemplate_en,15-72,octet,1,(see Note 1),
1124,124,These octets are only present for quasi-regular grids.,GRIB2_Template_3_42_GridDefinitionTemplate_en,85-nn,octet,n/a,(These octets are only present for quasi-regular grids as described in Note 4),
1125,4,"A quasi-regular grid is only defined for appropriate grid scanning modes. Either rows or columns, but not both simultaneously, may have variable numbers of points or variable spacing. The first point in each row (column) shall be positioned at the meridian (parallel) indicated by octets 47-54. The grid points shall be evenly spaced in latitude (longitude).",GRIB2_Template_3_42_GridDefinitionTemplate_en,85-nn,octet,4,(These octets are only present for quasi-regular grids as described in Note 4),was: See Note 4 under grid definition template 3.40.
1126,87,The number of parallels between a pole and the Equator is used to establish the variable (Gaussian) spacing of the parallels; this value must always be given.,GRIB2_Template_3_42_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,
1127,117,"The stretching is defined by three parameters: (a) The latitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; (b) The longitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; and (c) The stretching factor C in units of 10-6 represented as an integer. The stretching is defined by representing data uniformly in a coordinate system with longitude λ and latitude θ1, where: {{IMAGE}} and λ and θ are longitude and latitude in a coordinate system in which the ""pole of stretching"" is the northern pole. C = 1 gives uniform resolution, while C > 1 gives enhanced resolution around the pole of stretching.",GRIB2_Template_3_42_GridDefinitionTemplate_en,unspecified,unspecified,3,n/a,"was ""See Note 2 under grid definition template 3.2 - stretched latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1128,9,"Basic angle of the initial production domain and subdivisions of this basic angle are provided to manage cases where the recommended unit of 10-6 degrees is not applicable to describe the longitudes and latitudes, and direction increments. For these descriptors, the unit is equal to the ratio of the basic angle and the subdivisions number. For ordinary cases, zero and missing values should be coded, equivalent to the respective values of 1 and 106 (10-6 degrees unit).",GRIB2_Template_3_43_GridDefinitionTemplate_en,15-72,octet,1,(see Note 1),
1129,124,These octets are only present for quasi-regular grids.,GRIB2_Template_3_43_GridDefinitionTemplate_en,97-nn,octet,n/a,(These octets are only present for quasi-regular grids as described in Note 5),
1130,4,"A quasi-regular grid is only defined for appropriate grid scanning modes. Either rows or columns, but not both simultaneously, may have variable numbers of points or variable spacing. The first point in each row (column) shall be positioned at the meridian (parallel) indicated by octets 47-54. The grid points shall be evenly spaced in latitude (longitude).",GRIB2_Template_3_43_GridDefinitionTemplate_en,97-nn,octet,5,(These octets are only present for quasi-regular grids as described in Note 5),"was: ""See Note 4 under grid definition template 3.40."""
1131,87,The number of parallels between a pole and the Equator is used to establish the variable (Gaussian) spacing of the parallels; this value must always be given.,GRIB2_Template_3_43_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,
1132,136,"Three parameters define a general latitude/longitude coordinate system, formed by a general rotation of the sphere. One choice for these parameters is: (a) The geographic latitude in degrees of the southern pole of the coordinate system, θp for example; (b) The geographic longitude in degrees of the southern pole of the coordinate system, λp for example; (c) The angle of rotation in degrees about the new polar axis (measured clockwise when looking from the southern to the northern pole) of the coordinate system, assuming the new axis to have been obtained by first rotating the sphere through λp degrees about the geographic polar axis, and then rotating through (90 + θp) degrees so that the southern pole moved along the (previously rotated) Greenwich meridian.",GRIB2_Template_3_43_GridDefinitionTemplate_en,unspecified,unspecified,3,n/a,"was: ""See Note 2 under grid definition template 3.1 - rotated latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1133,117,"The stretching is defined by three parameters: (a) The latitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; (b) The longitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; and (c) The stretching factor C in units of 10-6 represented as an integer. The stretching is defined by representing data uniformly in a coordinate system with longitude λ and latitude θ1, where: {{IMAGE}} and λ and θ are longitude and latitude in a coordinate system in which the ""pole of stretching"" is the northern pole. C = 1 gives uniform resolution, while C > 1 gives enhanced resolution around the pole of stretching.",GRIB2_Template_3_43_GridDefinitionTemplate_en,unspecified,unspecified,4,n/a,"was ""See Note 2 under grid definition template 3.2 - stretched latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1136,91,"The pentagonal representation of resolution is general. Some common truncations are special cases of the pentagonal one: Triangular: M = J = K Rhomboidal: K = J + M Trapezoidal: K = J, K > M",GRIB2_Template_3_50_GridDefinitionTemplate_en,unspecified,unspecified,no id,n/a,
1137,91,"The pentagonal representation of resolution is general. Some common truncations are special cases of the pentagonal one: Triangular: M = J = K Rhomboidal: K = J + M Trapezoidal: K = J, K > M",GRIB2_Template_3_51_GridDefinitionTemplate_en,unspecified,unspecified,1,n/a,"was: ""See the Note under grid definition template 3.50 - spherical harmonic coefficients."""
1138,136,"Three parameters define a general latitude/longitude coordinate system, formed by a general rotation of the sphere. One choice for these parameters is: (a) The geographic latitude in degrees of the southern pole of the coordinate system, θp for example; (b) The geographic longitude in degrees of the southern pole of the coordinate system, λp for example; (c) The angle of rotation in degrees about the new polar axis (measured clockwise when looking from the southern to the northern pole) of the coordinate system, assuming the new axis to have been obtained by first rotating the sphere through λp degrees about the geographic polar axis, and then rotating through (90 + θp) degrees so that the southern pole moved along the (previously rotated) Greenwich meridian.",GRIB2_Template_3_51_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,"was: ""See Note 2 under grid definition template 3.1 - rotated latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1139,91,"The pentagonal representation of resolution is general. Some common truncations are special cases of the pentagonal one: Triangular: M = J = K Rhomboidal: K = J + M Trapezoidal: K = J, K > M",GRIB2_Template_3_52_GridDefinitionTemplate_en,unspecified,unspecified,1,n/a,"was: ""See the Note under grid definition template 3.50 - spherical harmonic coefficients."""
1140,117,"The stretching is defined by three parameters: (a) The latitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; (b) The longitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; and (c) The stretching factor C in units of 10-6 represented as an integer. The stretching is defined by representing data uniformly in a coordinate system with longitude λ and latitude θ1, where: {{IMAGE}} and λ and θ are longitude and latitude in a coordinate system in which the ""pole of stretching"" is the northern pole. C = 1 gives uniform resolution, while C > 1 gives enhanced resolution around the pole of stretching.",GRIB2_Template_3_52_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,"was: ""See Note 2 under grid definition template 3.2 - stretched latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1141,91,"The pentagonal representation of resolution is general. Some common truncations are special cases of the pentagonal one: Triangular: M = J = K Rhomboidal: K = J + M Trapezoidal: K = J, K > M",GRIB2_Template_3_53_GridDefinitionTemplate_en,unspecified,unspecified,1,n/a,"was: ""See the Note under grid definition template 3.50 - spherical harmonic coefficients."""
1142,136,"Three parameters define a general latitude/longitude coordinate system, formed by a general rotation of the sphere. One choice for these parameters is: (a) The geographic latitude in degrees of the southern pole of the coordinate system, θp for example; (b) The geographic longitude in degrees of the southern pole of the coordinate system, λp for example; (c) The angle of rotation in degrees about the new polar axis (measured clockwise when looking from the southern to the northern pole) of the coordinate system, assuming the new axis to have been obtained by first rotating the sphere through λp degrees about the geographic polar axis, and then rotating through (90 + θp) degrees so that the southern pole moved along the (previously rotated) Greenwich meridian.",GRIB2_Template_3_53_GridDefinitionTemplate_en,unspecified,unspecified,2,n/a,"was: ""See Note 2 under grid definition template 3.1 - rotated latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1142.1,117,"The stretching is defined by three parameters: (a) The latitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; (b) The longitude in degrees (measured in the model coordinate system) of the ""pole of stretching""; and (c) The stretching factor C in units of 10-6 represented as an integer. The stretching is defined by representing data uniformly in a coordinate system with longitude λ and latitude θ1, where: {{IMAGE}} and λ and θ are longitude and latitude in a coordinate system in which the ""pole of stretching"" is the northern pole. C = 1 gives uniform resolution, while C > 1 gives enhanced resolution around the pole of stretching.",GRIB2_Template_3_53_GridDefinitionTemplate_en,unspecified,unspecified,3,n/a,"was: ""See Note 2 under grid definition template 3.2 – stretched latitude/longitude (or equidistant cylindrical, or Plate Carrée)."""
1146,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_0_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1153,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_1_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1161,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_2_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1169,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_3_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1178,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_4_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1187,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_5_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1195,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_6_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1202,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_7_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1206,133,This template should not be used. Product definition template 4.0 should be used instead.,GRIB2_Template_4_7_ProductDefinitionTemplate_en,unspecified,template,2,n/a,
1210,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_8_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1212,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_8_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1219,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_8_ProductDefinitionTemplate_en,55-58,octet,3,(see Notes 3 and 4),
1220,96,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 48, 60, 72, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_8_ProductDefinitionTemplate_en,55-58,octet,4,(see Notes 3 and 4),
1224,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_9_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1226,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_9_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1234,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_9_ProductDefinitionTemplate_en,68-71,octet,3,(see Notes 3 and 4),
1235,95,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 46, 58, 70, ...). For all but the innermost (last) time range, the next inner range is then processed using these references and forecast times as the initial reference and forecast times.",GRIB2_Template_4_9_ProductDefinitionTemplate_en,68-71,octet,4,(see Notes 3 and 4),
1239,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_10_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1241,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_10_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1248,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_10_ProductDefinitionTemplate_en,56-59,octet,3,(see Note 3),
1249,134,This template was not validated at the time of publication and should be used with caution. Please report any use to the WMO Secretariat (Observing and Information Systems Department) to assist for validation.,GRIB2_Template_4_10_ProductDefinitionTemplate_en,unspecified,template,preliminary,n/a,
1253,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_11_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1255,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_11_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1263,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_11_ProductDefinitionTemplate_en,58-61,octet,3,(see Notes 3 and 4),
1264,99,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_11_ProductDefinitionTemplate_en,58-61,octet,4,(see Notes 3 and 4),
1268,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_12_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1270,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_12_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1278,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_12_ProductDefinitionTemplate_en,57-60,octet,3,(see Notes 3 and 4),
1279,97,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 50, 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_12_ProductDefinitionTemplate_en,57-60,octet,4,(see Notes 3 and 4),
1283,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_13_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1285,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_13_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1294,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_13_ProductDefinitionTemplate_en,89-92,octet,3,(see Notes 3 and 4),
1295,109,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 82, 94, 106,....). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_13_ProductDefinitionTemplate_en,89-92,octet,4,(see Notes 3 and 4),
1299,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_14_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1301,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_14_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1310,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_14_ProductDefinitionTemplate_en,85-88,octet,3,(see Notes 3 and 4),
1311,108,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 78, 90, 112, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_14_ProductDefinitionTemplate_en,85-88,octet,4,(see Notes 3 and 4),
1315,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_15_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1330,129,This template is deprecated. Template 4.31 should be used instead.,GRIB2_Template_4_30_ProductDefinitionTemplate_en,unspecified,template,no id,n/a,
1331,14,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_30_ProductDefinitionTemplate_en,unspecified,unspecified,no id,n/a,
1335,14,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_31_ProductDefinitionTemplate_en,unspecified,unspecified,no id,n/a,
1339,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_32_ProductDefinitionTemplate_en,15-16,octet,2,(see Note 2),
1341,14,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_32_ProductDefinitionTemplate_en,unspecified,unspecified,1,n/a,
1345,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_33_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1351,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_34_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1353,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_34_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1359,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_34_ProductDefinitionTemplate_en,(47+11NB+12(i-1))-(50+11NB+12(i-1)),octet,3,(see Notes 3 and 4),
1360,98,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 62, 73, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_34_ProductDefinitionTemplate_en,(47+11NB+12(i-1))-(50+11NB+12(i-1)),octet,4,(see Notes 3 and 4),
1365,14,"For ""satellite series of band nb"", ""satellite numbers of band nb"" and ""instrument types of band nb"", it is recommended to encode the values as per BUFR Code tables 0 02 020, 0 01 007 (Common Code table C-5) and 0 02 019 (Common Code table C-8), respectively.",GRIB2_Template_4_35_ProductDefinitionTemplate_en,unspecified,unspecified,no id,n/a,
1370,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_40_ProductDefinitionTemplate_en,17-18,octet,no id,(see Note),
1378,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_41_ProductDefinitionTemplate_en,17-18,octet,no id,(see Note),
1387,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_42_ProductDefinitionTemplate_en,17-18,octet,1,(see Note 1),
1389,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_42_ProductDefinitionTemplate_en,21-24,octet,2,(see Note 2),
1396,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_42_ProductDefinitionTemplate_en,57-60,octet,3,(see Notes 3 and 4),
1397,97,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 50, 62, 74, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_42_ProductDefinitionTemplate_en,57-60,octet,4,(see Notes 3 and 4),
1402,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_43_ProductDefinitionTemplate_en,17-18,octet,1,(see Note 1),
1404,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_43_ProductDefinitionTemplate_en,21-24,octet,2,(see Note 2),
1412,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_43_ProductDefinitionTemplate_en,60-63,octet,3,(see Notes 3 and 4),
1413,100,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 53, 65, 77, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_43_ProductDefinitionTemplate_en,60-63,octet,4,(see Notes 3 and 4),
1419,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_44_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1423,43,It is recommended not to use this template. PDT 4.48 should be used instead with optical wavelength range set to missing.,GRIB2_Template_4_44_ProductDefinitionTemplate_en,unspecified,template,2,n/a,
1429,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_45_ProductDefinitionTemplate_en,28-29,octet,no id,(see Note),
1439,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_46_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1441,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_46_ProductDefinitionTemplate_en,32-35,octet,2,(see Note 2),
1448,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_46_ProductDefinitionTemplate_en,68-71,octet,3,(see Notes 3 and 4),
1449,104,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 61, 72, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_46_ProductDefinitionTemplate_en,68-71,octet,4,(see Notes 3 and 4),
1455,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_47_ProductDefinitionTemplate_en,28-29,octet,1,(see Note 1),
1457,111,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_47_ProductDefinitionTemplate_en,32-35,octet,2,(see Note 2),
1465,7,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_47_ProductDefinitionTemplate_en,71-74,octet,3,(see Notes 3 and 4),
1466,107,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_47_ProductDefinitionTemplate_en,71-74,octet,4,(see Notes 3 and 4),
1473,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_48_ProductDefinitionTemplate_en,39-40,octet,no id,(see Note),
1483,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_49_ProductDefinitionTemplate_en,39-40,octet,no id,(see Note),
1491,33,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_51_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1498,60,Only parameters expressing fractions or percentages can be used in this template. Code tables shall state clearly that they are meant to be used in partitioned parameters context.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,2,(see Code table 4.2 and Notes 2 and 3),
1499,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,3,(see Code table 4.2 and Notes 2 and 3),
1500,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,12,octet,1,(see Notes 1 and 3),
1501,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,12,octet,3,(see Notes 1 and 3),
1502,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,13,octet,1,(see Note 1),
1504,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,1,(see Code table 4.PTN and Note 1),
1506,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,3,(see Code table 4.PTN and Note 3),
1508,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(19+2NP)-(20+2NP),octet,1,(see Note 1),
1514,60,Only parameters expressing fractions or percentages can be used in this template. Code tables shall state clearly that they are meant to be used in partitioned parameters context.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,2,(see Code table 4.2 and Notes 2 and 3),
1515,121,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,3,(see Code table 4.2 and Notes 2 and 3),
1516,6,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,12,octet,1,(see Notes 1 and 3),
